"date" "lat_pm" "long_pm" "pm" "lat_aot" "long_aot" "aot"
2009-08-22 21.392833 -157.969126 4.3 21.3 -158 0.043815478682518
2009-08-25 21.392833 -157.969126 5.3 21.3 -158 0.0999131947755814
2009-08-26 21.392833 -157.969126 3.1 21.3 -158 0.172695115208626
2009-08-31 21.392833 -157.969126 3.5 21.3 -158 -0.0578213334083557
2009-09-02 21.392833 -157.969126 3.8 21.3 -158 0.0999131947755814
2009-09-04 21.392833 -157.969126 4.8 21.3 -158 0.0618699043989182
2009-09-05 21.392833 -157.969126 4.3 21.3 -158 0.272075116634369
2009-09-10 21.392833 -157.969126 3.4 21.3 -158 0.229518249630928
2009-09-14 21.392833 -157.969126 3.4 21.3 -158 0.0901605635881424
2009-09-15 21.392833 -157.969126 2 21.3 -158 0.0618699043989182
2009-09-16 21.392833 -157.969126 2 21.3 -158 0.00633639469742775
2009-09-22 21.392833 -157.969126 3.3 21.3 -158 -0.157362520694733
2009-09-26 21.392833 -157.969126 4 21.3 -158 0.303025603294373
2009-09-27 21.392833 -157.969126 3.2 21.3 -158 0.130138233304024
2009-10-15 21.392833 -157.969126 2.6 21.3 -158 0.115025714039803
2009-10-25 21.392833 -157.969126 2.9 21.3 -158 0.147064298391342
2009-10-31 21.392833 -157.969126 3.5 21.3 -158 0.0901605635881424
2009-11-02 21.392833 -157.969126 1.4 21.3 -158 0.109827026724815
2009-11-20 21.392833 -157.969126 5.6 21.3 -158 0.109827026724815
2009-11-21 21.392833 -157.969126 5 21.3 -158 0.0999131947755814
2009-11-22 21.392833 -157.969126 3.6 21.3 -158 0.0631192103028297
2009-11-23 21.392833 -157.969126 3 21.3 -158 0.0618699043989182
2009-11-30 21.392833 -157.969126 6.8 21.3 -158 0.18373729288578
2009-12-01 21.392833 -157.969126 2.7 21.3 -158 0.0805691331624985
2009-12-02 21.392833 -157.969126 3.4 21.3 -158 0.0307179465889931
2009-12-03 21.392833 -157.969126 4.9 21.3 -158 -0.0219542533159256
2009-12-09 21.392833 -157.969126 9.7 21.3 -158 0.0618699043989182
2009-12-10 21.392833 -157.969126 5.7 21.3 -158 0.043815478682518
2009-12-11 21.392833 -157.969126 6.1 21.3 -158 0.0116560235619545
